sample,nonambig,all
KR348932/2007/USA/CA/Riverside/SW03/unknown/Mosquito-Culex,10299,10302
KJ501112/2007/USA/CA/Unknown/SW03/unknown/Mosquito-Culex,10299,10302
GQ507470/2006/USA/TX/El_Paso/SW03/unknown/Human,10299,10302
KR348933/2008/USA/CA/Riverside/SW03/unknown/Mosquito-Culex,10299,10302
KJ501113/2008/USA/CA/Unknown/SW03/unknown/Mosquito-Culex,10299,10302
GQ507471/2007/USA/TX/El_Paso/SW03/unknown/Human,10299,10302
KR349014/2008/USA/CA/Yolo/SW03/unknown/Mosquito-Culex,10259,10302
W659/2008/USA/CA/Sacramento/SW03/unknown/Mosquito-Culex,10299,10302
KJ501409/2006/USA/MN/Unknown/SW03/unknown/Bird-other,10299,10302
KJ501521/2006/USA/NV/Unknown/SW03/unknown/Bird-other,10299,10302
JF957161/2006/USA/ID/Unknown/SW03/unknown/Human,10299,10302
JF957165/2006/USA/ID/Unknown/SW03/unknown/Human,10299,10302
JF957167/2006/USA/NC/Unknown/SW03/unknown/Human,10299,10302
JF957162/2006/USA/ID/Unknown/SW03/unknown/Human,10299,10302
JF957172/2007/USA/ID/Unknown/SW03/unknown/Bird-other,10299,10302
JF957168/2007/USA/ID/Unknown/SW03/unknown/Human,10299,10302
JF957171/2007/USA/ID/Unknown/SW03/unknown/Bird-other,10299,10302
JF957163/2006/USA/ID/Unknown/SW03/unknown/Human,10299,10302
KJ501335/2005/USA/WI/Dodge/SW03/unknown/Bird-other,10299,10302
JX015515/2005/USA/TX/El_Paso/SW03/unknown/Mosquito-Culex,10299,10302
GQ507479/2005/USA/AZ/Pima/SW03/unknown/Human,10299,10302
KJ501385/2004/USA/MT/Sheridan/SW03/unknown/Bird-other,10299,10302
DQ080069/2003/Mexico/MEX/TAM/Unknown/SW03/unknown/Horse,10299,10302
DQ080063/2003/Mexico/MEX/BCN/Unknown/SW03/unknown/Bird-other,10298,10302
DQ080064/2003/Mexico/MEX/BCN/Unknown/SW03/unknown/Bird-other,10298,10302
DQ080065/2003/Mexico/MEX/BCN/Unknown/SW03/unknown/Bird-other,10299,10302
DQ080068/2003/Mexico/MEX/BCN/Unknown/SW03/unknown/Bird-other,10299,10302
DQ080066/2003/Mexico/MEX/BCN/Unknown/SW03/unknown/Bird-other,10299,10302
DQ080067/2003/Mexico/MEX/BCN/Unknown/SW03/unknown/Bird-other,10299,10302
DQ080070/2003/Mexico/MEX/SON/Unknown/SW03/unknown/Bird-other,10299,10302
KX547387/2006/USA/NY/Chautauqua/SW03/unknown/Mosquito-Aedes,10299,10302
JF415919/2007/USA/TX/Harris/SW03/unknown/Mosquito-Aedes,10299,10302
W257/2005/USA/CA/Kern/SW03/unknown/Bird-other,10222,10302
W260/2005/USA/CA/Kern/SW03/unknown/Bird-other,10231,10302
KJ501471/2005/USA/AZ/Coconino/SW03/unknown/Bird-other,10299,10302
DQ666451/2005/USA/AZ/Yavapai/SW03/unknown/Human,10299,10302
MH170241/2007/USA/CO/Weld/SW03/unknown/Mosquito-Culex,10299,10302
MH170232/2006/USA/CO/Weld/SW03/unknown/Mosquito-unknown,10299,10302
KJ501404/2005/USA/MN/Unknown/SW03/unknown/Bird-other,10299,10302
MH170239/2006/USA/CO/Weld/SW03/unknown/Mosquito-Culex,10299,10302
MH170244/2007/USA/CO/Weld/SW03/unknown/Mosquito-Culex,10299,10302
MH170251/2007/USA/CO/Weld/SW03/unknown/Mosquito-Culex,10299,10302
JF957164/2006/USA/ID/Unknown/SW03/unknown/Human,10299,10302
JF957166/2006/USA/UT/Unknown/SW03/unknown/Human,10299,10302
HM488191/2004/USA/IL/Unknown/SW03/unknown/Bird-crow,10299,10302
HM488198/2005/USA/IL/Unknown/SW03/unknown/Mosquito-Culex,10299,10302
MH170235/2006/USA/CO/Weld/SW03/unknown/Mosquito-unknown,10299,10302
DQ164201/2004/USA/AZ/Yavapai/SW03/unknown/Human,10299,10302
W639/2005/USA/CA/Sacramento/SW03/unknown/Mosquito-Culex,9682,10302
GQ507468/2005/USA/TX/El_Paso/SW03/unknown/Human,10298,10302
KJ501416/2006/USA/NC/Unknown/SW03/unknown/Bird-other,10299,10302
KJ501324/2003/USA/MN/Otter_Tail/SW03/unknown/Bird-other,10297,10302
KJ501526/2006/USA/SD/Unknown/SW03/unknown/Bird-other,10299,10302
KX547510/2007/USA/NY/Nassau/SW03/unknown/Mosquito-Culex,10299,10302
GQ507469/2005/USA/NM/Dona_Ana/SW03/unknown/Human,10297,10302
JF957174/2008/USA/NV/Unknown/SW03/unknown/Human,10299,10302
JF957176/2009/USA/AZ/Unknown/SW03/unknown/Human,10299,10302
KX547347/2005/USA/NY/Monroe/SW03/unknown/Bird-crow,10299,10302
KX547173/2005/USA/NY/Orleans/SW03/unknown/Bird-crow,10299,10302
HM756675/2005/USA/NY/Unknown/SW03/unknown/Bird-crow,10299,10302
KX547476/2008/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
KX547453/2008/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
KX547447/2007/USA/NY/Suffolk/WN02/unknown/Bird-crow,10299,10302
KX547175/2008/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
HM488204/2008/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547541/2009/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547463/2009/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547164/2006/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
JF415930/2006/USA/TX/Harris/WN02/unknown/Mosquito-Culex,10299,10302
JF415915/2006/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KX547275/2004/USA/NY/Jefferson/WN02/unknown/Bird-other,10299,10302
KX547226/2007/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex,10299,10302
KX547408/2004/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547249/2004/USA/NY/Queens/WN02/unknown/Bird-other,10299,10302
KX547327/2006/USA/NY/Niagara/WN02/unknown/Bird-crow,10299,10302
KJ501382/2003/USA/MN/Otter_Tail/WN02/unknown/Bird-other,10299,10302
KX547567/2006/USA/NY/Cortland/WN02/unknown/Bird-crow,10299,10302
KX547240/2008/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
JF920741/2007/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KX547357/2007/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547560/2005/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
KX547611/2009/USA/NY/Columbia/WN02/unknown/Bird-crow,10299,10302
KX547568/2010/USA/NY/Albany/WN02/unknown/Bird-crow,10299,10302
KJ501524/2006/USA/NC/Unknown/WN02/unknown/Bird-other,10299,10302
KX547440/2008/USA/NY/Suffolk/WN02/unknown/Bird-crow,10299,10302
KX547401/2008/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547365/2008/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
JF920750/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KX547265/2009/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
HM488164/2007/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488163/2007/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488161/2007/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KX547498/2009/USA/NY/Erie/WN02/unknown/Bird-crow,10299,10302
KX547533/2004/USA/NY/Cattaraugus/WN02/unknown/Bird-crow,10299,10302
KJ501239/2008/USA/MN/Lacqui_Parle/WN02/unknown/Bird-other,10299,10302
KJ501240/2008/USA/MN/Lacqui_Parle/WN02/unknown/Bird-other,10296,10302
KJ501255/2008/USA/ND/Stutsman/WN02/unknown/Bird-other,10299,10302
JF415918/2007/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KX547542/2004/USA/NY/Erie/WN02/unknown/Bird-crow,10299,10302
KX547202/2004/USA/NY/Niagara/WN02/unknown/Bird-other,10299,10302
JN367277/2004/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488254/2007/USA/IL/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
HQ671728/2006/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501351/2003/USA/OK/Unknown/WN02/unknown/Bird-crow,10299,10302
MH170236/2006/USA/CO/Weld/WN02/unknown/Mosquito-unknown,10299,10302
KJ501500/2009/USA/MD/Talbot/WN02/unknown/Bird-other,10299,10302
KX547389/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547325/2011/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547220/2011/USA/NY/Suffolk/WN02/unknown/Mosquito-other,10299,10302
KX547243/2006/USA/NY/Lewis/WN02/unknown/Bird-crow,10299,10302
JF920753/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
JF957183/2009/USA/TX/Unknown/WN02/unknown/Human,10299,10302
KX547260/2006/USA/NY/Onondaga/WN02/unknown/Bird-crow,10299,10302
KX547231/2007/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KJ501254/2008/USA/ND/Mclean/WN02/unknown/Bird-other,10299,10302
JF957181/2009/USA/SD/Unknown/WN02/unknown/Human,10299,10302
JF957182/2009/USA/TX/Unknown/WN02/unknown/Human,10299,10302
JF415924/2009/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KX547488/2011/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
HM488244/2008/USA/NY/Unknown/WN02/unknown/Unknown,10299,10302
MH170262/2009/USA/GA/Lowndes/WN02/unknown/Mosquito-Culex,10299,10302
KJ501527/2003/USA/TX/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547601/2010/USA/NY/Nassau/WN02/unknown/Mosquito-Aedes,10299,10302
KX547558/2008/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547452/2007/USA/NY/Nassau/WN02/unknown/Bird-crow,10299,10302
KX547504/2008/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547339/2007/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
HM488202/2007/USA/NY/Unknown/WN02/unknown/Bird-other,10299,10302
HM488207/2008/USA/NY/Unknown/WN02/unknown/Bird-other,10299,10302
KX547434/2009/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547348/2009/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547268/2006/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
HM488245/2008/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501411/2008/USA/NE/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501412/2008/USA/NE/Unknown/WN02/unknown/Bird-other,10299,10302
KX547530/2005/USA/NY/Dutchess/WN02/unknown/Bird-other,10299,10302
KX547370/2005/USA/NY/Dutchess/WN02/unknown/Mosquito-Culex,10299,10302
KX547362/2005/USA/NY/Dutchess/WN02/unknown/Mosquito-Culex,10299,10302
KX547219/2007/USA/NY/Dutchess/WN02/unknown/Mosquito-Culex,10299,10302
KX547208/2007/USA/NY/Dutchess/WN02/unknown/Mosquito-Culex,10299,10302
KX547191/2008/USA/NY/Dutchess/WN02/unknown/Mosquito-Culex,10299,10302
HM488242/2008/USA/NY/Unknown/WN02/unknown/Bird-other,10299,10302
JF972636/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culiseta,10299,10302
JF730042/2007/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488159/2006/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
DQ666450/2005/USA/TX/Concho/WN02/unknown/Human,10299,10302
KJ501257/2002/USA/ND/Grand_Forks/WN02/unknown/Bird-crow,10299,10302
MH166885/2009/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166902/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
JF415920/2007/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KJ501251/2009/USA/MT/Flathead/WN02/unknown/Bird-crow,10297,10302
KJ501267/2005/USA/NV/Pershing/WN02/unknown/Bird-other,10299,10302
W646/2006/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,9199,10302
W123/2006/USA/CA/Stanislaus/WN02/unknown/Bird-other,10299,10302
KJ501341/2005/USA/CA/Glenn/WN02/unknown/Bird-other,10299,10302
W126/2007/USA/CA/Fresno/WN02/unknown/Bird-other,10299,10302
W120/2005/USA/CA/Stanislaus/WN02/unknown/Bird-other,10299,10302
W628/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10179,10302
W785/2004/USA/CA/Sacramento/WN02/unknown/Bird-other,10299,10302
W637/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10299,10302
W784/2004/USA/CA/Sacramento/WN02/unknown/Bird-other,10100,10302
W635/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10299,10302
W794/2005/USA/CA/Sacramento/WN02/unknown/Bird-other,9811,10302
W796/2005/USA/CA/Sacramento/WN02/unknown/Bird-other,10299,10302
W631/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,9310,10302
W372/2006/USA/CA/Kern/WN02/unknown/Mosquito-Culex,10299,10302
W791/2005/USA/CA/Sacramento/WN02/unknown/Bird-other,10299,10302
GQ507478/2005/USA/CA/Los_Angeles/WN02/unknown/Human,10299,10302
GQ507476/2005/USA/CA/San_Bernardino/WN02/unknown/Human,10299,10302
W177/2005/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
GQ507477/2005/USA/CA/Los_Angeles/WN02/unknown/Human,10293,10302
DQ080058/2003/USA/CA/Los_Angeles/WN02/unknown/Bird-crow,10299,10302
DQ080057/2003/USA/CA/Los_Angeles/WN02/unknown/Bird-crow,10299,10302
DQ080054/2003/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
W175/2004/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
JF703162/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10299,10302
KR348943/2004/USA/CA/Riverside/WN02/unknown/Mosquito-Culex,10299,10302
KR348925/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10299,10302
JF703161/2004/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10299,10302
KR348945/2004/USA/CA/Riverside/WN02/unknown/Mosquito-Culex,10299,10302
DQ431708/2004/USA/CA/San_Diego/WN02/unknown/Human,10293,10302
W116/2004/USA/CA/Butte/WN02/unknown/Bird-other,10299,10302
W634/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10029,10302
DQ431700/2004/USA/CA/San_Fransisco/WN02/unknown/Human,10293,10302
DQ080055/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10299,10302
DQ080056/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10299,10302
KJ501105/2003/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KJ501123/2004/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KJ501125/2004/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
GQ507474/2004/USA/CA/San_Bernardino/WN02/unknown/Human,10299,10302
W114/2004/USA/CA/San_Bernardino/WN02/unknown/Bird-crow,10299,10302
W783/2004/USA/CA/Sacramento/WN02/unknown/Bird-other,9988,10302
W789/2005/USA/CA/Sacramento/WN02/unknown/Bird-other,10298,10302
DQ080059/2003/USA/CA/Sacramento/WN02/unknown/Bird-crow,10299,10302
W630/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,9769,10302
W642/2006/USA/CA/Yolo/WN02/unknown/Mosquito-Culex,10240,10302
W643/2006/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10299,10302
W645/2006/USA/CA/Yolo/WN02/unknown/Mosquito-Culex,9977,10302
W644/2006/USA/CA/Yolo/WN02/unknown/Mosquito-Culex,9756,10302
W788/2005/USA/CA/Sacramento/WN02/unknown/Bird-other,10176,10302
W795/2005/USA/CA/Sacramento/WN02/unknown/Bird-other,10299,10302
W268/2005/USA/CA/Kern/WN02/unknown/Bird-other,10183,10302
KR348927/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10299,10302
KR348923/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10299,10302
KJ501103/2003/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KJ501107/2003/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KR348924/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10209,10302
KJ501104/2003/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W369/2006/USA/CA/Kern/WN02/unknown/Mosquito-Culex,9746,10302
W653/2007/USA/CA/Yolo/WN02/unknown/Mosquito-Culex,10299,10302
JF703164/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex,10296,10302
GQ507473/2004/USA/CA/Los_Angeles/WN02/unknown/Human,10299,10302
KR348949/2004/USA/CA/Riverside/WN02/unknown/Mosquito-Culex,10299,10302
KJ501129/2004/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W255/2004/USA/CA/Kern/WN02/unknown/Bird-other,10179,10302
W356/2004/USA/CA/Kern/WN02/unknown/Mosquito-Culex,10299,10302
W632/2004/USA/CA/Yolo/WN02/unknown/Mosquito-Culex,8968,10302
W638/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10169,10302
W640/2005/USA/CA/Solano/WN02/unknown/Mosquito-Culex,9261,10302
DQ431709/2004/USA/CA/Los_Angeles/WN02/unknown/Human,10296,10302
W797/2006/USA/CA/Sacramento/WN02/unknown/Bird-other,10299,10302
KR349010/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10299,10302
W787/2005/USA/CA/Yolo/WN02/unknown/Bird-other,9646,10302
W253/2004/USA/CA/Kern/WN02/unknown/Bird-crow,10063,10302
KJ501186/2005/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W793/2005/USA/CA/Yolo/WN02/unknown/Bird-other,9298,10302
KJ501329/2003/USA/ND/Morton/WN02/unknown/Bird-other,10299,10302
DQ164204/2003/USA/CO/Park/WN02/unknown/Bird-other,10299,10302
KJ501440/2008/USA/SD/Day/WN02/unknown/Bird-other,10294,10302
DQ176637/2002/USA/TX/Hall/WN02/unknown/Bird-other,10299,10302
HM488187/2003/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501300/2002/USA/KS/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501347/2002/USA/NM/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501427/2002/USA/TX/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501502/2002/USA/MT/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501520/2004/USA/MN/Unknown/WN02/unknown/Bird-other,10297,10302
KJ501388/2002/USA/NE/Unknown/WN02/unknown/Bird-other,10298,10302
KJ501501/2002/USA/MO/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501307/2002/USA/MN/Marshall/WN02/unknown/Bird-other,10126,10302
GU827998/2002/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
AY712946/2003/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
AY712945/2003/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
DQ431710/2004/USA/CA/Los_Angeles/WN02/unknown/Human,10293,10302
KR348951/2004/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10233,10302
KJ501131/2004/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W790/2005/USA/CA/Sacramento/WN02/unknown/Bird-other,9042,10302
KJ501342/2005/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
KR348947/2007/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KJ501127/2008/USA/CA/Unknown/WN02/unknown/Unknown,10299,10302
W179/2006/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
W180/2006/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
W132/2008/USA/CA/Los_Angeles/WN02/unknown/Bird-crow,10299,10302
W816/2008/USA/CA/Yolo/WN02/unknown/Bird-other,10299,10302
W115/2004/USA/CA/Los_Angeles/WN02/unknown/Bird-crow,9986,10302
KR348950/2008/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
W017/2007/USA/CA/San_Diego/WN02/unknown/Bird-other,10241,10302
W001/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W002/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W019/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
KJ501130/2008/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W027/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,9216,10302
W022/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W502/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W020/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W018/2007/USA/CA/San_Diego/WN02/unknown/Bird-crow,10089,10302
W507/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W508/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W509/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W511/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W518/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W516/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W522/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W506/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W514/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W513/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W524/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W520/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10243,10302
W034/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W037/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W042/2009/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W044/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W505/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W004/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W047/2009/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W536/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W036/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W026/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W039/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W528/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W041/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W515/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W535/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,9491,10302
W038/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W526/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W530/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W533/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W531/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W512/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W537/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W031/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10244,10302
W040/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,9528,10302
W049/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W534/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W051/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W050/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W003/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W519/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10031,10302
W523/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W029/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W521/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W045/2009/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W035/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,9943,10302
W028/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W510/2008/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W030/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W032/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,9991,10302
W011/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W043/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W527/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W048/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W529/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
KR349016/2004/USA/CA/Yolo/WN02/unknown/Mosquito-Culex,10266,10302
DQ080060/2004/Mexico/MEX/BCN/Unknown/WN02/unknown/Bird-crow,10299,10302
GQ507475/2005/USA/CA/San_Bernardino/WN02/unknown/Human,10299,10302
KR348935/2005/USA/CA/Riverside/WN02/unknown/Mosquito-Culex,10299,10302
KR348939/2005/USA/CA/Riverside/WN02/unknown/Mosquito-Culex,10299,10302
KJ501115/2005/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KJ501119/2005/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KR348970/2008/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KR348954/2010/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KJ501134/2010/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W127/2008/USA/CA/San_Bernardino/WN02/unknown/Bird-other,10299,10302
KR348953/2008/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KJ501133/2008/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W021/2007/USA/CA/San_Diego/WN02/unknown/Bird-other,10036,10302
KR348968/2008/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KJ501147/2008/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KR349020/2011/USA/CA/Shasta/WN02/unknown/Mosquito-Culex,10299,10302
KJ501195/2011/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W629/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10037,10302
W130/2008/USA/CA/Contra_Costa/WN02/unknown/Bird-other,10299,10302
W660/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10090,10302
